,Card Name
1278,Thassa's Oracle
1279,Culling Ritual
1280,Demonic Tutor
1281,Diabolic Intent
1282,Energy Tap
1283,Gitaxian Probe
1284,Imperial Seal
1285,Peer into the Abyss
1286,Praetor's Grasp
1287,Summer Bloom
1288,Timetwister
1289,Windfall
1290,Yawgmoth's Will
1291,Abrupt Decay
1292,Ad Nauseam
1293,Brainstorm
1294,Cabal Ritual
1295,Chain of Vapor
1296,Crop Rotation
1297,Culling the Weak
1298,Dark Ritual
1299,Demonic Consultation
1300,Dispel
1301,Dramatic Reversal
1302,Flusterstorm
1303,Force of Negation
1304,Force of Will
1305,Mental Misstep
1306,Miscast
1307,Mystical Tutor
1308,Nature's Claim
1309,Noxious Revival
1310,Pact of Negation
1311,Rain of Filth
1312,Rushing River
1313,Sacrifice
1314,Spell Pierce
1315,Summoner's Pact
1316,Swan Song
1317,Tainted Pact
1318,Vampiric Tutor
1319,Veil of Summer
1320,Arcane Signet
1321,Chrome Mox
1322,Dimir Signet
1323,Fellwar Stone
1324,Grim Monolith
1325,Isochron Scepter
1326,Jeweled Lotus
1327,Lotus Petal
1328,Mana Crypt
1329,Mana Vault
1330,Mox Diamond
1331,Mox Opal
1332,Simic Signet
1333,Sol Ring
1334,Talisman of Curiosity
1335,Talisman of Dominance
1336,Wishclaw Talisman
1337,Carpet of Flowers
1338,Exploration
1339,Mystic Remora
1340,Rhystic Study
1341,Squandered Resources
1342,Ancient Tomb
1343,Bayou
1344,Bloodstained Mire
1345,Breeding Pool
1346,City of Brass
1347,Command Tower
1348,Darkslick Shores
1349,Exotic Orchard
1350,Flooded Strand
1351,Gemstone Caverns
1352,Mana Confluence
1353,Marsh Flats
1354,Misty Rainforest
1355,Morphic Pool
1356,Phyrexian Tower
1357,Polluted Delta
1358,Rejuvenating Springs
1359,Scalding Tarn
1360,Snow-Covered Island
1361,Spire of Industry
1362,Sunken Ruins
1363,Tropical Island
1364,Underground River
1365,Underground Sea
1366,Undergrowth Stadium
1367,Verdant Catacombs
1368,Watery Grave
1369,Windswept Heath
1370,Wooded Foothills
1371,"Jorn, God of Winter"
1372,Tezzeret the Seeker
1373,Birds of Paradise
1374,Boreal Druid
1375,Collector Ouphe
1376,Dauthi Voidwalker
1377,Deathrite Shaman
1378,Elvish Mystic
1379,Endurance
1380,Fyndhorn Elves
1381,Gilded Drake
1382,Hullbreacher
1383,Llanowar Elves
1384,Opposition Agent
1385,Phantasmal Image
1386,Seedborn Muse
1387,Spellseeker
1388,Thassa's Oracle
1389,Witherbloom Apprentice
1390,Chain of Smog
1391,Culling Ritual
1392,Demonic Tutor
1393,Imperial Seal
1394,Mnemonic Betrayal
1395,Peer into the Abyss
1396,Praetor's Grasp
1397,Timetwister
1398,Windfall
1399,Abrupt Decay
1400,Ad Nauseam
1401,Assassin's Trophy
1402,Brainstorm
1403,Cyclonic Rift
1404,Demonic Consultation
1405,Dispel
1406,Fierce Guardianship
1407,Flusterstorm
1408,Force of Negation
1409,Force of Will
1410,Mana Drain
1411,Mental Misstep
1412,Mystical Tutor
1413,Pact of Negation
1414,Swan Song
1415,Vampiric Tutor
1416,Veil of Summer
1417,Arcane Signet
1418,Chrome Mox
1419,Grim Monolith
1420,Jeweled Lotus
1421,Lotus Petal
1422,Mana Crypt
1423,Mana Vault
1424,Mox Diamond
1425,Mox Opal
1426,Null Rod
1427,Sol Ring
1428,Sphere of Resistance
1429,Static Orb
1430,Tangle Wire
1431,Thorn of Amethyst
1432,Trinisphere
1433,Weathered Runestone
1434,Winter Orb
1435,Back to Basics
1436,Carpet of Flowers
1437,Mystic Remora
1438,Rhystic Study
1439,Root Maze
1440,Stasis
1441,Sylvan Library
1442,Ancient Tomb
1443,Bayou
1444,Breeding Pool
1445,Cephalid Coliseum
1446,Command Tower
1447,Ice Tunnel
1448,Misty Rainforest
1449,Overgrown Tomb
1450,Polluted Delta
1451,Rimewood Falls
1452,Snow-Covered Forest
1453,Snow-Covered Island
1454,Snow-Covered Swamp
1455,Tropical Island
1456,Underground Sea
1457,Verdant Catacombs
1458,Watery Grave
1459,Windswept Heath
1460,Wooded Foothills
1461,Kodama of the East Tree
1462,Tymna the Weaver
1463,Arbor Elf
1464,Archon of Emeria
1465,Archon of Valor's Reach
1466,Avacyn's Pilgrim
1467,Aven Mindcensor
1468,Birds of Paradise
1469,Bloom Tender
1470,Collector Ouphe
1471,Corpse Knight
1472,Dark Confidant
1473,Dauthi Voidwalker
1474,Deathrite Shaman
1475,Destiny Spinner
1476,Drannith Magistrate
1477,Eidolon of Rhetoric
1478,"Elesh Norn, Grand Cenobite"
1479,Elves of Deep Shadow
1480,Elvish Mystic
1481,Endurance
1482,Esper Sentinel
1483,Eternal Witness
1484,Faeburrow Elder
1485,Fyndhorn Elves
1486,Grand Abolisher
1487,Leonin Relic-Warder
1488,"Linvala, Keeper of Silence"
1489,Llanowar Elves
1490,Oakhame Adversary
1491,Ohran Frostfang
1492,Opposition Agent
1493,Priest of Titania
1494,"Razaketh, the Foulblooded"
1495,Sylvan Safekeeper
1496,"Vilis, Broker of Blood"
1497,Culling Ritual
1498,Demonic Tutor
1499,Diabolic Intent
1500,Eldritch Evolution
1501,Finale of Devastation
1502,Imperial Seal
1503,Life // Death
1504,Reanimate
1505,Abrupt Decay
1506,Assassin's Trophy
1507,Chord of Calling
1508,Enlightened Tutor
1509,Entomb
1510,Nature's Claim
1511,Noxious Revival
1512,Silence
1513,Vampiric Tutor
1514,Veil of Summer
1515,Worldly Tutor
1516,Chrome Mox
1517,Jeweled Lotus
1518,Lion's Eye Diamond
1519,Lotus Petal
1520,Mana Crypt
1521,Mana Vault
1522,Mox Diamond
1523,Sol Ring
1524,Animate Dead
1525,Carpet of Flowers
1526,Deafening Silence
1527,Necromancy
1528,Rule of Law
1529,Survival of the Fittest
1530,Sylvan Library
1531,Utopia Sprawl
1532,Ancient Tomb
1533,Arid Mesa
1534,Bayou
1535,Bloodstained Mire
1536,Bountiful Promenade
1537,City of Brass
1538,Command Tower
1539,Exotic Orchard
1540,Flooded Strand
1541,Gaea's Cradle
1542,Godless Shrine
1543,Homeward Path
1544,Mana Confluence
1545,Marsh Flats
1546,Misty Rainforest
1547,Overgrown Tomb
1548,Phyrexian Tower
1549,Polluted Delta
1550,Savannah
1551,Scrubland
1552,Snow-Covered Forest
1553,Snow-Covered Plains
1554,Snow-Covered Swamp
1555,Temple Garden
1556,"Urborg, Tomb of Yawgmoth"
1557,Verdant Catacombs
1558,Windswept Heath
1559,"Armix, Filigree Thrasher"
1560,"Kraum, Ludevic's Opus"
1561,"Birgi, God of Storytelling"
1562,Dockside Extortionist
1563,Goblin Welder
1564,Hullbreacher
1565,Notion Thief
1566,Sidisi's Faithful
1567,Simian Spirit Guide
1568,Thassa's Oracle
1569,Burning Inquiry
1570,Demonic Tutor
1571,Diabolic Intent
1572,Faithless Looting
1573,Gamble
1574,Imperial Seal
1575,Jeska's Will
1576,Mizzix's Mastery
1577,Mnemonic Betrayal
1578,Peer into the Abyss
1579,Praetor's Grasp
1580,Rite of Flame
1581,Shatterskull Smashing
1582,Timetwister
1583,Transmute Artifact
1584,Trash for Treasure
1585,Wheel of Fortune
1586,Wheel of Misfortune
1587,Windfall
1588,Ad Nauseam
1589,Brain Freeze
1590,Brainstorm
1591,Cabal Ritual
1592,Chain of Vapor
1593,Culling the Weak
1594,Dark Ritual
1595,Deflecting Swat
1596,Demonic Consultation
1597,Entomb
1598,Fierce Guardianship
1599,Flusterstorm
1600,Force of Will
1601,Mental Misstep
1602,Mystical Tutor
1603,Pact of Negation
1604,Rain of Filth
1605,Snap
1606,Swan Song
1607,Tainted Pact
1608,Unsubstantiate
1609,Vampiric Tutor
1610,Winds of Rebuke
1611,Arcane Signet
1612,Bolas's Citadel
1613,Chrome Mox
1614,Defense Grid
1615,Fellwar Stone
1616,Grim Monolith
1617,Grinding Station
1618,Jeweled Lotus
1619,Lion's Eye Diamond
1620,Lotus Petal
1621,Mana Crypt
1622,Mana Vault
1623,Mox Diamond
1624,Mox Opal
1625,Sol Ring
1626,Talisman of Creativity
1627,Talisman of Dominance
1628,Talisman of Indulgence
1629,Wishclaw Talisman
1630,Mystic Remora
1631,Necropotence
1632,Rhystic Study
1633,Underworld Breach
1634,Ancient Tomb
1635,Arid Mesa
1636,Badlands
1637,Blood Crypt
1638,Bloodstained Mire
1639,City of Traitors
1640,Command Tower
1641,Exotic Orchard
1642,Flooded Strand
1643,Gemstone Caverns
1644,Luxury Suite
1645,Marsh Flats
1646,Misty Rainforest
1647,Morphic Pool
1648,Polluted Delta
1649,Scalding Tarn
1650,Spire of Industry
1651,Steam Vents
1652,Sunken Ruins
1653,Training Center
1654,Underground Sea
1655,Verdant Catacombs
1656,Volcanic Island
1657,Watery Grave
1658,Wooded Foothills
1659,"Yennett, Cryptic Sovereign"
1660,"Aminatou, the Fateshifter"
1661,"Jace, the Mind Sculptor"
1662,"Narset, Parter of Veils"
1663,Grand Abolisher
1664,Hullbreacher
1665,Notion Thief
1666,Opposition Agent
1667,Spellseeker
1668,Thassa's Oracle
1669,"Varragoth, Bloodsky Sire"
1670,Capture of Jingzhou
1671,Demonic Tutor
1672,Doomsday
1673,Gitaxian Probe
1674,Imperial Seal
1675,Merchant Scroll
1676,Peer into the Abyss
1677,Personal Tutor
1678,Ponder
1679,Preordain
1680,Scheming Symmetry
1681,Sea Gate Restoration
1682,Temporal Manipulation
1683,Temporal Mastery
1684,Time Warp
1685,Timetwister
1686,Windfall
1687,Ad Nauseam
1688,Brainstorm
1689,Chain of Vapor
1690,Cyclonic Rift
1691,Dark Ritual
1692,Demonic Consultation
1693,Enlightened Tutor
1694,Fierce Guardianship
1695,Flusterstorm
1696,Force of Negation
1697,Force of Will
1698,Lim-Dûl's Vault
1699,Mental Misstep
1700,Muddle the Mixture
1701,Mystical Tutor
1702,Narset's Reversal
1703,Nexus of Fate
1704,Pact of Negation
1705,Silence
1706,Swan Song
1707,Swords to Plowshares
1708,Tainted Pact
1709,Vampiric Tutor
1710,Winds of Rebuke
1711,Arcane Signet
1712,Chrome Mox
1713,Fellwar Stone
1714,Isochron Scepter
1715,Jeweled Lotus
1716,Lightning Greaves
1717,Lotus Petal
1718,Mana Crypt
1719,Mana Vault
1720,Mox Diamond
1721,Mox Opal
1722,Scroll Rack
1723,Sensei's Divining Top
1724,Sol Ring
1725,Talisman of Dominance
1726,Talisman of Progress
1727,Wishclaw Talisman
1728,Mystic Remora
1729,Necropotence
1730,Rhystic Study
1731,Smothering Tithe
1732,Ancient Tomb
1733,Arid Mesa
1734,Bloodstained Mire
1735,City of Brass
1736,Command Tower
1737,Exotic Orchard
1738,Flooded Strand
1739,Gemstone Caverns
1740,Godless Shrine
1741,Hallowed Fountain
1742,Island
1743,Mana Confluence
1744,Marsh Flats
1745,Misty Rainforest
1746,Morphic Pool
1747,Polluted Delta
1748,Scalding Tarn
1749,Scrubland
1750,Sea of Clouds
1751,Snow-Covered Island
1752,Spire of Industry
1753,Swamp
1754,Tundra
1755,Underground Sea
1756,Verdant Catacombs
1757,Watery Grave
1758,Kodama of the East Tree
1759,Sakashima of a Thousand Faces
1760,Tezzeret the Seeker
1761,"Aesi, Tyrant of Gyre Strait"
1762,Arbor Elf
1763,Birds of Paradise
1764,Elvish Spirit Guide
1765,Endurance
1766,Fierce Empath
1767,Joraga Treespeaker
1768,"Kinnan, Bonder Prodigy"
1769,Lotus Cobra
1770,Meloku the Clouded Mirror
1771,Oboro Breezecaller
1772,Phantasmal Image
1773,Phyrexian Metamorph
1774,Prime Speaker Zegana
1775,Quirion Ranger
1776,Realm Seekers
1777,Sanctum Weaver
1778,Somberwald Sage
1779,Spellseeker
1780,"Tatyova, Benthic Druid"
1781,Tireless Provisioner
1782,Tireless Tracker
1783,Trinket Mage
1784,Trophy Mage
1785,"Venser, Shaper Savant"
1786,Woodland Bellower
1787,Eldritch Evolution
1788,Energy Tap
1789,Finale of Devastation
1790,Timetwister
1791,Chord of Calling
1792,Crop Rotation
1793,Fierce Guardianship
1794,Force of Will
1795,Gush
1796,Mana Drain
1797,Mental Misstep
1798,Pact of Negation
1799,Summoner's Pact
1800,Tidal Bore
1801,Unsubstantiate
1802,Worldly Tutor
1803,Basalt Monolith
1804,Chrome Mox
1805,Cloudstone Curio
1806,Coveted Jewel
1807,Expedition Map
1808,Grim Monolith
1809,Jeweled Lotus
1810,Lotus Petal
1811,Mana Crypt
1812,Mana Vault
1813,Memory Jar
1814,Sol Ring
1815,Storm Cauldron
1816,Carpet of Flowers
1817,Copy Artifact
1818,Exploration
1819,Mystic Remora
1820,Rhystic Study
1821,Sylvan Library
1822,Trade Routes
1823,Utopia Sprawl
1824,Wild Growth
1825,Ancient Tomb
1826,Arch of Orazca
1827,Bonders' Enclave
1828,Breeding Pool
1829,Command Tower
1830,Deserted Temple
1831,Flooded Strand
1832,Forbidden Orchard
1833,Gaea's Cradle
1834,Gemstone Caverns
1835,Homeward Path
1836,Inventors' Fair
1837,"Mikokoro, Center of the Sea"
1838,Misty Rainforest
1839,Mouth of Ronom
1840,"Nykthos, Shrine to Nyx"
1841,"Oboro, Palace in the Clouds"
1842,Polluted Delta
1843,Prismatic Vista
1844,Rejuvenating Springs
1845,Scalding Tarn
1846,Snow-Covered Forest
1847,Snow-Covered Island
1848,Sunscorched Desert
1849,Tropical Island
1850,Urza's Saga
1851,Verdant Catacombs
1852,War Room
1853,Waterlogged Grove
1854,Windswept Heath
1855,Wooded Foothills
1856,Captain Sisay
1857,"Karn, the Great Creator"
1858,"Vivien, Monsters' Advocate"
1859,Arbor Elf
1860,"Ashaya, Soul of the Wild"
1861,Avacyn's Pilgrim
1862,Aven Mindcensor
1863,Birds of Paradise
1864,Bloom Tender
1865,Collector Ouphe
1866,Dosan the Falling Leaf
1867,Drannith Magistrate
1868,"Elesh Norn, Grand Cenobite"
1869,Elvish Mystic
1870,Emiel the Blessed
1871,Endurance
1872,Esper Sentinel
1873,Eternal Witness
1874,Fyndhorn Elves
1875,Grand Abolisher
1876,Ilysian Caryatid
1877,Joraga Treespeaker
1878,"Kamahl, Fist of Krosa"
1879,"Kataki, War's Wage"
1880,"Linvala, Keeper of Silence"
1881,Llanowar Elves
1882,Priest of Titania
1883,Quirion Ranger
1884,Ranger-Captain of Eos
1885,"Rishkar, Peema Renegade"
1886,"Selvala, Heart of the Wilds"
1887,Sylvan Safekeeper
1888,"Thalia, Guardian of Thraben"
1889,"Toski, Bearer of Secrets"
1890,Village Bell-Ringer
1891,Voyaging Satyr
1892,Whisperer of the Wilds
1893,"Yasharn, Implacable Earth"
1894,"Yisan, the Wanderer Bard"
1895,Emeria's Call
1896,Finale of Devastation
1897,Green Sun's Zenith
1898,Turntimber Symbiosis
1899,Beast Within
1900,Crop Rotation
1901,Eladamri's Call
1902,Enlightened Tutor
1903,Nature's Claim
1904,Path to Exile
1905,Silence
1906,Swords to Plowshares
1907,Veil of Summer
1908,Worldly Tutor
1909,Chrome Mox
1910,Jeweled Lotus
1911,Lightning Greaves
1912,Mana Crypt
1913,Mana Vault
1914,Mox Diamond
1915,Null Rod
1916,Sol Ring
1917,Tangle Wire
1918,Thorn of Amethyst
1919,Thousand-Year Elixir
1920,Blind Obedience
1921,Carpet of Flowers
1922,Deafening Silence
1923,Living Plane
1924,Rest in Peace
1925,Sylvan Library
1926,Utopia Sprawl
1927,Wild Growth
1928,Ancient Tomb
1929,Arid Mesa
1930,Bountiful Promenade
1931,Brushland
1932,City of Brass
1933,Command Tower
1934,Dryad Arbor
1935,Eiganjo Castle
1936,Flooded Strand
1937,Forest
1938,Gaea's Cradle
1939,Gemstone Caverns
1940,Homeward Path
1941,Horizon Canopy
1942,Mana Confluence
1943,Marsh Flats
1944,Misty Rainforest
1945,Pendelhaven
1946,Plains
1947,Savannah
1948,Snow-Covered Forest
1949,Snow-Covered Plains
1950,Temple Garden
1951,Verdant Catacombs
1952,"Nymris, Oona's Trickster"
1953,"Jace, Wielder of Mysteries"
1954,"Narset, Parter of Veils"
1955,"Teferi, Master of Time"
1956,Brazen Borrower // Petty Theft
1957,Dark Confidant
1958,Dauthi Voidwalker
1959,Gilded Drake
1960,Hullbreacher
1961,Notion Thief
1962,Opposition Agent
1963,Phantasmal Image
1964,Snapcaster Mage
1965,Spellseeker
1966,Thassa's Oracle
1967,Demonic Tutor
1968,Gitaxian Probe
1969,Imperial Seal
1970,Peer into the Abyss
1971,Praetor's Grasp
1972,Timetwister
1973,Toxic Deluge
1974,Windfall
1975,Yawgmoth's Will
1976,Ad Nauseam
1977,Brainstorm
1978,Cabal Ritual
1979,Chain of Vapor
1980,Cyclonic Rift
1981,Dark Ritual
1982,Delay
1983,Demonic Consultation
1984,Dispel
1985,Dramatic Reversal
1986,Fierce Guardianship
1987,Flusterstorm
1988,Force of Negation
1989,Force of Will
1990,Frantic Search
1991,Impulse
1992,Lim-Dûl's Vault
1993,Mental Misstep
1994,Miscast
1995,Muddle the Mixture
1996,Mystical Tutor
1997,Opt
1998,Pact of Negation
1999,Spell Pierce
2000,Swan Song
2001,Tainted Pact
2002,Vampiric Tutor
2003,Arcane Signet
2004,Chrome Mox
2005,Cursed Totem
2006,Dimir Signet
2007,Fellwar Stone
2008,Grafdigger's Cage
2009,Grim Monolith
2010,Jeweled Lotus
2011,Lotus Petal
2012,Mana Crypt
2013,Mana Vault
2014,Mox Diamond
2015,Mox Opal
2016,Sensei's Divining Top
2017,Sol Ring
2018,Talisman of Dominance
2019,Wishclaw Talisman
2020,Mystic Remora
2021,Necropotence
2022,Rhystic Study
2023,Ancient Tomb
2024,Bloodstained Mire
2025,Cabal Pit
2026,Cephalid Coliseum
2027,City of Brass
2028,Clearwater Pathway
2029,Command Tower
2030,Exotic Orchard
2031,Flooded Strand
2032,Gemstone Caverns
2033,Glimmervoid
2034,Island
2035,Mana Confluence
2036,Marsh Flats
2037,Misty Rainforest
2038,Morphic Pool
2039,Polluted Delta
2040,Prismatic Vista
2041,River of Tears
2042,Scalding Tarn
2043,Snow-Covered Island
2044,Snow-Covered Swamp
2045,Spire of Industry
2046,Sunken Ruins
2047,Swamp
2048,Underground River
2049,Underground Sea
2050,Verdant Catacombs
2051,"Birgi, God of Storytelling"
2052,Crimson Kobolds
2053,Crookshank Kobolds
2054,Dockside Extortionist
2055,Dragon's Rage Channeler
2056,Dualcaster Mage
2057,Flamekin Harbinger
2058,Grinning Ignus
2059,Imperial Recruiter
2060,Kobolds of Kher Keep
2061,"Krark, the Thumbless"
2062,Memnite
2063,Merchant of the Vale // Haggle
2064,"Ragavan, Nimble Pilferer"
2065,Treasonous Ogre
2066,Walking Ballista
2067,Bonus Round
2068,Burning Inquiry
2069,Cathartic Reunion
2070,Crash Through
2071,Faithless Looting
2072,Galvanic Relay
2073,Gamble
2074,Grapeshot
2075,Infernal Plunge
2076,Jeska's Will
2077,Magmatic Insight
2078,Mizzix's Mastery
2079,Overmaster
2080,Past in Flames
2081,Renegade Tactics
2082,Rite of Flame
2083,Shatterskull Smashing
2084,Spark of Creativity
2085,Tormenting Voice
2086,Twinflame
2087,Warlord's Fury
2088,Wheel of Fortune
2089,Wheel of Misfortune
2090,Winds of Change
2091,Abrade
2092,Crimson Wisps
2093,Deflecting Swat
2094,Desperate Ritual
2095,Expedite
2096,Lava Dart
2097,Pyretic Ritual
2098,Pyroblast
2099,Red Elemental Blast
2100,Reiterate
2101,Reverberate
2102,Seething Song
2103,Thrill of Possibility
2104,Valakut Awakening
2105,Aetherflux Reservoir
2106,Chromatic Sphere
2107,Chromatic Star
2108,Chrome Mox
2109,Cloudstone Curio
2110,Conjurer's Bauble
2111,Helm of Awakening
2112,Jeweled Lotus
2113,Lion's Eye Diamond
2114,Lotus Petal
2115,Mana Crypt
2116,Mana Vault
2117,Mox Amber
2118,Mox Diamond
2119,Mox Opal
2120,Mystic Forge
2121,Pyrite Spellbomb
2122,Sensei's Divining Top
2123,Skullclamp
2124,Sol Ring
2125,Springleaf Drum
2126,Experimental Frenzy
2127,Underworld Breach
2128,Ancient Tomb
2129,Arid Mesa
2130,Bloodstained Mire
2131,City of Traitors
2132,Command Beacon
2133,Crystal Vein
2134,Dwarven Ruins
2135,Emergence Zone
2136,Gemstone Caverns
2137,Prismatic Vista
2138,Sandstone Needle
2139,Scalding Tarn
2140,Snow-Covered Mountain
2141,Wooded Foothills
2142,Crimson Kobolds
2143,Crookshank Kobolds
2144,Kobolds of Kher Keep
2145,Memnite
2146,Walking Ballista
2147,"Orvar, the All-Form"
2148,Gilded Drake
2149,Spellstutter Sprite
2150,Vedalken Aethermage
2151,Hullbreacher
2152,Spellseeker
2153,Wavebreak Hippocamp
2154,Archmage Emeritus
2155,"Venser, Shaper Savant"
2156,Torrential Gearhulk
2157,Aquitect's Will
2158,Merchant Scroll
2159,Transmute Artifact
2160,Solve the Equation
2161,Step Through
2162,Temporal Manipulation
